backend	ckpt	metric	layer	noise_level	model_t	value	num_images	path_type	noise_protocol
repa	/workspace/REPA/pretrained_models/last.pt	cds	25	1.00000000	1.00000000	0.00102108	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	26	1.00000000	1.00000000	0.00150081	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	27	1.00000000	1.00000000	0.00095867	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	0	1.00000000	1.00000000	0.40893694	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	1	1.00000000	1.00000000	0.39272660	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	2	1.00000000	1.00000000	0.39025876	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	3	1.00000000	1.00000000	0.37411101	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	4	1.00000000	1.00000000	0.37702923	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	5	1.00000000	1.00000000	0.37463398	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	6	1.00000000	1.00000000	0.42565170	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	7	1.00000000	1.00000000	0.78460229	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	8	1.00000000	1.00000000	0.27302256	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	9	1.00000000	1.00000000	0.22382045	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	10	1.00000000	1.00000000	0.23582144	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	11	1.00000000	1.00000000	0.23488739	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	12	1.00000000	1.00000000	0.22219137	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	13	1.00000000	1.00000000	0.18891858	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	14	1.00000000	1.00000000	0.20772133	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	15	1.00000000	1.00000000	0.15052548	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	16	1.00000000	1.00000000	0.16868433	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	17	1.00000000	1.00000000	0.18411264	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	18	1.00000000	1.00000000	0.18723100	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	19	1.00000000	1.00000000	0.20635890	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	20	1.00000000	1.00000000	0.21325179	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	21	1.00000000	1.00000000	0.17725018	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	22	1.00000000	1.00000000	0.18024233	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	23	1.00000000	1.00000000	0.19163760	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	24	1.00000000	1.00000000	0.18794650	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	25	1.00000000	1.00000000	0.16535811	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	26	1.00000000	1.00000000	0.23066508	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	27	1.00000000	1.00000000	0.17684153	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	0	0.90000000	0.90000000	0.01530495	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	1	0.90000000	0.90000000	0.02775066	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	2	0.90000000	0.90000000	0.03241342	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	3	0.90000000	0.90000000	0.03329630	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	4	0.90000000	0.90000000	0.03339764	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	5	0.90000000	0.90000000	0.03312467	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	6	0.90000000	0.90000000	0.06302580	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	7	0.90000000	0.90000000	0.13219415	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	8	0.90000000	0.90000000	0.03053693	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	9	0.90000000	0.90000000	0.02281574	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	10	0.90000000	0.90000000	0.02445491	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	11	0.90000000	0.90000000	0.02777907	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	12	0.90000000	0.90000000	0.02412045	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	13	0.90000000	0.90000000	0.01886357	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	14	0.90000000	0.90000000	0.03405947	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	15	0.90000000	0.90000000	0.01508198	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	16	0.90000000	0.90000000	0.02101816	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	17	0.90000000	0.90000000	0.02173998	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	18	0.90000000	0.90000000	0.02100533	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	19	0.90000000	0.90000000	0.02576397	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	20	0.90000000	0.90000000	0.03061997	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	21	0.90000000	0.90000000	0.01701282	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	22	0.90000000	0.90000000	0.01482550	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	23	0.90000000	0.90000000	0.02348218	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	24	0.90000000	0.90000000	0.02600442	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	25	0.90000000	0.90000000	0.01188785	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	26	0.90000000	0.90000000	0.02170086	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	27	0.90000000	0.90000000	0.01466709	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	0	0.90000000	0.90000000	0.00101589	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	1	0.90000000	0.90000000	0.00178423	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	2	0.90000000	0.90000000	0.00194163	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	3	0.90000000	0.90000000	0.00194940	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	4	0.90000000	0.90000000	0.00176808	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	5	0.90000000	0.90000000	0.00141821	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	6	0.90000000	0.90000000	0.00111141	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	7	0.90000000	0.90000000	0.00810835	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	8	0.90000000	0.90000000	0.00187133	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	9	0.90000000	0.90000000	0.00109734	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	10	0.90000000	0.90000000	0.00106867	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	11	0.90000000	0.90000000	0.00102479	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	12	0.90000000	0.90000000	0.00082624	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	13	0.90000000	0.90000000	0.00061634	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	14	0.90000000	0.90000000	0.00132859	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	15	0.90000000	0.90000000	0.00067234	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	16	0.90000000	0.90000000	0.00095039	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	17	0.90000000	0.90000000	0.00091908	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	18	0.90000000	0.90000000	0.00070406	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	19	0.90000000	0.90000000	0.00097872	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	20	0.90000000	0.90000000	0.00113748	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	21	0.90000000	0.90000000	0.00082338	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	22	0.90000000	0.90000000	0.00093540	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	23	0.90000000	0.90000000	0.00154511	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	24	0.90000000	0.90000000	0.00194616	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	25	0.90000000	0.90000000	0.00121456	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	26	0.90000000	0.90000000	0.00222682	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	27	0.90000000	0.90000000	0.00169803	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	0	0.90000000	0.90000000	0.42781227	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	1	0.90000000	0.90000000	0.43977600	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	2	0.90000000	0.90000000	0.46199067	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	3	0.90000000	0.90000000	0.45941716	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	4	0.90000000	0.90000000	0.45607607	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	5	0.90000000	0.90000000	0.44736218	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	6	0.90000000	0.90000000	0.49913723	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	7	0.90000000	0.90000000	0.77349963	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	8	0.90000000	0.90000000	0.31789993	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	9	0.90000000	0.90000000	0.27296503	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	10	0.90000000	0.90000000	0.28297884	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	11	0.90000000	0.90000000	0.28980657	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	12	0.90000000	0.90000000	0.26949996	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	13	0.90000000	0.90000000	0.22454078	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	14	0.90000000	0.90000000	0.26508044	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	15	0.90000000	0.90000000	0.18492658	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	16	0.90000000	0.90000000	0.21345392	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	17	0.90000000	0.90000000	0.23269073	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	18	0.90000000	0.90000000	0.24311640	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	19	0.90000000	0.90000000	0.25405478	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	20	0.90000000	0.90000000	0.26532267	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	21	0.90000000	0.90000000	0.19419382	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	22	0.90000000	0.90000000	0.18856971	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	23	0.90000000	0.90000000	0.23594088	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	24	0.90000000	0.90000000	0.24868117	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	25	0.90000000	0.90000000	0.18295203	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	26	0.90000000	0.90000000	0.28029804	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	27	0.90000000	0.90000000	0.23319818	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	0	0.80000000	0.80000000	0.01495821	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	1	0.80000000	0.80000000	0.02564320	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	2	0.80000000	0.80000000	0.03065825	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	3	0.80000000	0.80000000	0.03223255	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	4	0.80000000	0.80000000	0.03233206	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	5	0.80000000	0.80000000	0.03518699	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	6	0.80000000	0.80000000	0.06768790	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	7	0.80000000	0.80000000	0.14203063	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	8	0.80000000	0.80000000	0.02770060	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	9	0.80000000	0.80000000	0.02092885	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	10	0.80000000	0.80000000	0.02119678	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	11	0.80000000	0.80000000	0.02431178	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	12	0.80000000	0.80000000	0.02149759	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	13	0.80000000	0.80000000	0.01800928	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	14	0.80000000	0.80000000	0.03592721	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	15	0.80000000	0.80000000	0.01569384	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	16	0.80000000	0.80000000	0.02234948	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	17	0.80000000	0.80000000	0.02358134	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	18	0.80000000	0.80000000	0.02306416	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	19	0.80000000	0.80000000	0.02765549	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	20	0.80000000	0.80000000	0.03142390	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	21	0.80000000	0.80000000	0.01763427	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	22	0.80000000	0.80000000	0.01520017	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	23	0.80000000	0.80000000	0.02529344	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	24	0.80000000	0.80000000	0.02945140	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	25	0.80000000	0.80000000	0.01388592	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	26	0.80000000	0.80000000	0.02443682	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	lds	27	0.80000000	0.80000000	0.01821682	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	0	0.80000000	0.80000000	0.00099521	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	1	0.80000000	0.80000000	0.00164094	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	2	0.80000000	0.80000000	0.00171655	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	3	0.80000000	0.80000000	0.00164346	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	4	0.80000000	0.80000000	0.00147262	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	5	0.80000000	0.80000000	0.00100625	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	6	0.80000000	0.80000000	0.00092697	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	7	0.80000000	0.80000000	0.00808866	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	8	0.80000000	0.80000000	0.00149295	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	9	0.80000000	0.80000000	0.00086773	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	10	0.80000000	0.80000000	0.00080707	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	11	0.80000000	0.80000000	0.00080421	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	12	0.80000000	0.80000000	0.00064170	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	13	0.80000000	0.80000000	0.00058111	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	14	0.80000000	0.80000000	0.00146720	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	15	0.80000000	0.80000000	0.00072605	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	16	0.80000000	0.80000000	0.00103872	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	17	0.80000000	0.80000000	0.00100827	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	18	0.80000000	0.80000000	0.00075457	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	19	0.80000000	0.80000000	0.00099697	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	20	0.80000000	0.80000000	0.00104271	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	21	0.80000000	0.80000000	0.00080090	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	22	0.80000000	0.80000000	0.00088479	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	23	0.80000000	0.80000000	0.00147294	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	24	0.80000000	0.80000000	0.00190705	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	25	0.80000000	0.80000000	0.00125214	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	26	0.80000000	0.80000000	0.00224382	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	cds	27	0.80000000	0.80000000	0.00192193	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	0	0.80000000	0.80000000	0.38637068	1000	linear	fixed_per_image
repa	/workspace/REPA/pretrained_models/last.pt	rmsc	1	0.80000000	0.80000000	0.40418108	1000	linear	fixed_per_image
